gene	cnv
MAP3K1	1.963
MAP3K10	2.391
MAP3K11	1.922
MAP3K12	2.061
MAP3K13	2.033
MAP3K14	1.954
MAP3K14-AS1	1.954
MAP3K15	2.147
MAP3K19	2.13
MAP3K2	2.13
MAP3K3	1.954
MAP3K4	1.687
MAP3K5	1.687
MAP3K6	2.053
MAP3K7	1.687
MAP3K7CL	2.223
MAP3K8	1.96
MAP3K9	1.92
MAP4	1.635
MAP4K1	2.142
MAP4K2	2.205
MAP4K3	1.975
MAP4K4	2.13
MAP4K5	1.92
MAP6	1.922
MAP6D1	2.033
MAP7	1.687
MAP7D1	2.053
MAP7D2	2.147
MAP7D3	2.147
MAP9	2.39
MAPK1	1.865
MAPK10	2.39
MAPK11	1.865
MAPK12	1.865
MAPK13	1.703
MAPK14	1.703
MAPK15	2.063
MAPK1IP1L	1.92
MAPK3	2.167
MAPK4	2.129
MAPK6	2
MAPK7	1.954
MAPK8	1.96
MAPK8IP1	2.205
MAPK8IP2	1.865
MAPK8IP3	2.167
MAPK9	1.963
MAPKAP1	1.61
MAPKAPK2	1.973
MAPKAPK3	1.635
MAPKAPK5	2.061
MAPKAPK5-AS1	2.061
MAPKBP1	2
MAPRE1	1.849
MAPRE2	2.129
MAPRE3	1.975
MAPT	1.804
MAPT-AS1	1.804
MAPT-IT1	2
MARC1	1.973
MARC2	1.973
MARCH1	2.39
MARCH10	1.954
MARCH11	1.955
MARCH2	2.368
MARCH3	1.963
MARCH4	2.13
MARCH5	1.96
MARCH6	1.955
MARCH7	2.13
MARCH8	1.167
MARCH9	2.061
MARCKS	1.687
MARCKSL1	2.053
MARCO	2.13
MARK1	1.973
MARK2	2.205
MARK2P9	2
MARK3	1.92
MARK4	2.391
MARS	2.061
MARS2	2.13
MARVELD1	1.96
MARVELD2	1.714
MARVELD3	2.266
MAS1	1.687
MAS1L	1.651
MASP1	2.033
MASP2	2.053
MAST1	2.368
MAST2	2.053
MAST3	2.368
MAST4	1.963
MASTL	1.96
MAT1A	1.96
MAT2A	1.975
MAT2B	1.963
MATK	2.368
MATN1	2.053
MATN1-AS1	2.053
MATN2	1.914
MATN3	1.975
MATN4	1.849
MATR3	1.963
MAU2	2.368
MAVS	1.849
MAX	1.92
MAZ	2.167
MB	1.865
MB21D1	1.687
MB21D2	2.033
MBD1	2.129
MBD2	2.129
MBD3	2.368
MBD3L1	2
MBD3L2	2
MBD3L3	2
MBD3L4	2
MBD3L5	2
MBD4	2.033
MBD5	2.13
MBD6	2.061
MBIP	1.92
MBL1P	1.96
MBL2	1.96
MBLAC1	2.009
MBLAC2	1.963
MBNL1	2.033
MBNL1-AS1	2.033
MBNL2	2.057
MBNL3	2.147
MBOAT1	1.703
MBOAT2	1.975
MBOAT4	1.914
MBOAT7	1.473
MBP	2.129
MBTD1	1.954
MBTPS1	2.266
MBTPS2	2.147
MC1R	2.266
MC2R	2.129
MC3R	1.849
MC4R	2
MC5R	2.129
MCAM	1.922
MCAT	1.865
MCC	1.963
MCCC1	2.033
MCCC2	1.963
MCCD1	1.638
MCEE	1.975
MCEMP1	2.368
MCF2	2.147
MCF2L	2.057
MCF2L-AS1	2.057
MCF2L2	2.033
MCFD2	1.975
MCHR1	1.865
MCHR2	1.687
MCHR2-AS1	2
MCIDAS	1.963
MCL1	1.973
MCM10	1.96
MCM2	2.033
MCM3	1.703
MCM3AP	2.223
MCM3AP-AS1	2.223
MCM4	1.914
MCM5	1.865
MCM6	2.13
MCM7	2.009
MCM8	1.849
MCM8-AS1	1.849
MCM9	1.687
MCMBP	1.96
MCMDC2	1.914
MCOLN1	2.368
MCOLN2	2.053
MCOLN3	2.053
MCPH1	1.914
MCPH1-AS1	1.914
MCRIP1	1.954
MCRIP2	2.167
MCRS1	2.061
MCTP1	1.963
MCTP2	2
MCTS1	2.147
MCU	1.96
MCUB	2.39
MCUR1	1.703
MDC1	1.651
MDC1-AS1	1.651
MDFI	1.703
MDFIC	2.009
MDGA1	1.703
MDGA2	1.92
MDH1	1.975
MDH1B	2.13
MDH2	2.009
MDK	2.205
MDM1	2.061
MDM2	2.061
MDM4	1.973
MDN1	1.687
MDP1	1.92
MDS2	2
ME1	1.687
ME2	2.129
ME3	1.922
MEA1	1.703
MEAF6	2.053
MEAT6	2
MECOM	2.033
MECP2	2.147
MECR	2.053
MED1	1.954
MED10	1.955
MED11	1.954
MED12	2.147
MED12L	2.033
MED13	1.954
MED13L	2.061
MED14	2.147
MED14OS	2.147
MED15	1.865
MED15P9	2
MED16	2.486
MED17	1.922
MED18	2.053
MED19	2.205
MED20	1.703
MED21	2.061
MED22	1.61
MED23	1.687
MED24	1.954
MED25	2.391
MED26	2.368
MED27	1.61
MED28	2.05
MED29	2.142
MED30	1.914
MED31	1.954
MED4	2.057
MED4-AS1	2.057
MED6	1.92
MED7	1.963
MED8	2.053
MED9	1.954
MEDAG	2.057
MEF2A	2
MEF2B	2.368
MEF2C	1.963
MEF2C-AS1	1.963
MEF2D	1.973
MEFV	2.167
MEG3	1.92
MEG8	2
MEG9	1.92
MEGF10	1.963
MEGF11	2.196
MEGF6	2.053
MEGF8	2.391
MEGF9	1.61
MEI1	1.865
MEI4	1.687
MEIG1	2
MEIKIN	2
MEIOB	2.167
MEIOC	1.954
MEIS1	1.975
MEIS1-AS2	2
MEIS1-AS3	1.975
MEIS2	2
MEIS3	2.391
MEIS3P1	1.954
MELK	1.946
MELTF	2.033
MEMO1	1.975
MEN1	2.205
MEOX1	1.954
MEOX2	2.009
MEOX2-AS1	2
MEP1A	1.703
MEP1B	2.129
MEPCE	2.009
MEPE	2.39
MERTK	2.13
MESDC1	2
MESDC2	2
MESP1	2
MESP2	2
MEST	2.009
MESTIT1	2.009
MET	2.009
METAP1	2.39
METAP1D	2.13
METAP2	2.061
METRN	2.167
METRNL	2.513
METTL1	2.061
METTL10	1.96
METTL11B	1.973
METTL12	2.205
METTL13	1.973
METTL14	2.39
METTL15	2.205
METTL16	1.954
METTL17	1.92
METTL18	2
METTL21A	2.13
METTL21B	2.061
METTL21C	2.057
METTL21EP	2.057
METTL22	2.167
METTL23	1.954
METTL24	1.687
METTL25	2.061
METTL26	2.167
METTL2A	1.954
METTL2B	2.009
METTL3	1.92
METTL4	2.129
METTL5	2.13
METTL6	1.635
METTL7A	2.061
METTL7B	2.061
METTL8	2.13
METTL9	2.167
MEX3A	1.973
MEX3B	2
MEX3C	2.129
MEX3D	2.368
MFAP1	2
MFAP2	2.053
MFAP3	1.963
MFAP3L	2.39
MFAP4	1.954
MFAP5	2.061
MFF	2.13
MFGE8	2
MFHAS1	1.914
MFI2-AS1	2.033
MFN1	2.033
MFN2	2.053
MFNG	1.865
MFRP	1.922
MFSD1	2.033
MFSD10	2.05
MFSD11	1.954
MFSD12	2.368
MFSD13A	1.96
MFSD13B	2
MFSD14A	2.053
MFSD14B	1.61
MFSD14C	1.61
MFSD2A	2.053
MFSD2B	1.975
MFSD3	1.914
MFSD4A	1.973
MFSD4B	1.687
MFSD5	2.061
MFSD6	2.13
MFSD6L	1.954
MFSD7	2.05
MFSD8	2.39
MFSD9	2.13
MGA	2
MGAM	1.94
MGAM2	1.873
MGARP	2.39
MGAT1	1.963
MGAT2	2
MGAT3	1.865
MGAT3-AS1	2
MGAT4A	2.13
MGAT4B	1.963
MGAT4C	2.061
MGAT4D	2
MGAT4EP	2
MGAT5	2.13
MGAT5B	1.954
MGC12916	1.954
MGC15885	2
MGC16025	2.13
MGC16275	1.954
MGC27345	2.009
MGC27382	2
MGC2889	2
MGC32805	1.963
MGC34796	2.053
MGC39584	2
MGC45922	2
MGC70870	0.745
MGC72080	2.009
MGEA5	1.96
MGLL	2.033
MGME1	1.849
MGMT	1.96
MGP	2.061
MGRN1	2.167
MGST1	2
MGST2	2.39
MGST3	1.973
MHF1	2.053
MHF2	1.954
MHRT	2
MIA	2.391
MIA-RAB4B	2.391
MIA2	1.92
MIA3	1.973
MIAT	1.865
MIATNB	1.865
MIB1	2.129
MIB2	2.053
MICA	1.617
MICAL1	1.687
MICAL2	2.205
MICAL3	1.865
MICALCL	2.205
MICALL1	1.865
MICALL2	2.009
MICB	1.651
MICU1	1.96
MICU2	2.057
MICU3	1.914
MID1	2.147
MID1IP1	2.147
MID1IP1-AS1	2.147
MID2	2.147
MIDN	2.368
MIEF1	1.865
MIEF2	1.954
MIEN1	1.954
MIER1	2.053
MIER2	2.368
MIER3	1.963
MIF	1.551
MIF-AS1	1.551
MIF4GD	1.954
MIGA1	2.053
MIGA2	1.61
MIIP	2.053
MILR1	1.954
MIMT1	1.711
MINA	1.635
MINCR	2
MINK1	1.954
MINOS1	2.053
MINOS1-NBL1	2.053
MINOS1P1	2
MINPP1	1.96
MIOS	2.009
MIOX	1.865
MIP	2.061
MIPEP	2.057
MIPEPP3	2.057
MIPOL1	1.92
MIR1-1	1.849
MIR1-1HG	1.849
MIR1-2	2
MIR100	2
MIR100HG	1.922
MIR101-1	2
MIR101-2	2
MIR103A1	2
MIR103A2	2
MIR103B1	2
MIR103B2	2
MIR105-1	2
MIR105-2	2
MIR106A	2
MIR106B	2
MIR107	2
MIR10A	2
MIR10B	2
MIR1178	2.061
MIR1179	2
MIR1180	2
MIR1181	2
MIR1182	1.973
MIR1183	2
MIR1184-1	2
MIR1184-2	2
MIR1184-3	2
MIR1185-1	2
MIR1185-2	2
MIR1193	2
MIR1197	2
MIR1199	2
MIR1200	2
MIR1202	2
MIR1203	2
MIR1204	2
MIR1205	2
MIR1206	2
MIR1207	2
MIR1208	2
MIR122	2
MIR1224	2
MIR1225	2
MIR1226	1.635
MIR1227	2
MIR1228	2.061
MIR1229	1.963
MIR1231	1.973
MIR1233-1	2
MIR1233-2	2
MIR1234	2
MIR1236	1.776
MIR1237	2
MIR1238	2
MIR124-1	2
MIR124-2	2
MIR124-2HG	1.914
MIR124-3	2
MIR1243	2
MIR1244-1	2
MIR1244-2	2
MIR1244-3	2
MIR1244-4	2
MIR1245A	2
MIR1245B	2
MIR1246	2
MIR1247	2
MIR1248	2
MIR1249	2
MIR1250	2
MIR1251	2
MIR1252	2
MIR1253	2
MIR1254-1	2
MIR1254-2	2
MIR1255A	2
MIR1255B1	2
MIR1255B2	2
MIR1256	2
MIR1257	2
MIR1258	2
MIR125A	2
MIR125B1	2
MIR125B2	2
MIR126	2
MIR1260A	1.92
MIR1260B	2
MIR1261	2
MIR1262	2
MIR1263	2
MIR1264	2
MIR1265	2
MIR1266	2
MIR1267	2
MIR1268A	1.921
MIR1268B	2
MIR1269A	2
MIR1269B	2
MIR127	2
MIR1270	2
MIR1271	2
MIR1272	2
MIR1273A	2
MIR1273C	2
MIR1273D	2
MIR1273E	2
MIR1273F	2
MIR1273G	2
MIR1273H	2
MIR1275	2
MIR1276	2
MIR1277	2
MIR1278	2
MIR1279	2
MIR128-1	2
MIR128-2	2
MIR1281	2
MIR1282	2
MIR1283-1	2
MIR1283-2	2
MIR1284	2
MIR1285-1	2
MIR1285-2	2
MIR1286	2
MIR1287	1.96
MIR1288	2
MIR1289-1	2
MIR1289-2	2
MIR129-1	2
MIR129-2	2
MIR1290	2
MIR1291	2
MIR1292	2
MIR1293	2
MIR1294	2
MIR1295A	2
MIR1295B	2
MIR1296	2
MIR1297	2
MIR1298	2
MIR1299	2
MIR1301	2
MIR1302-1	2
MIR1302-10	2
MIR1302-11	2
MIR1302-2	2
MIR1302-3	2
MIR1302-4	2
MIR1302-5	2
MIR1302-6	2
MIR1302-7	2
MIR1302-8	2
MIR1302-9	2
MIR1303	2
MIR1304	2
MIR1305	2
MIR1306	2
MIR1307	2
MIR130A	2
MIR130B	2
MIR132	2
MIR1321	2
MIR1322	2
MIR1323	2
MIR1324	2
MIR133A1	2
MIR133A1HG	2
MIR133A2	2
MIR133B	2
MIR134	2
MIR1343	2
MIR135A1	2
MIR135A2	2
MIR135B	2
MIR136	2
MIR137	2
MIR137HG	2
MIR138-1	2
MIR138-2	2
MIR139	2
MIR140	2
MIR141	2
MIR142	1.954
MIR143	2
MIR144	2
MIR145	2
MIR1468	2
MIR1469	2
MIR146A	2
MIR146B	2
MIR1470	2
MIR1471	2
MIR147A	2
MIR147B	2
MIR148A	2
MIR148B	2
MIR149	2
MIR150	2
MIR151A	2
MIR151B	2
MIR152	2
MIR153-1	2
MIR153-2	2
MIR1537	2
MIR1538	2
MIR1539	2
MIR154	2
MIR155	2
MIR155HG	2
MIR1587	2
MIR15A	2
MIR15B	2
MIR16-1	2
MIR16-2	2
MIR17	2.057
MIR17HG	2.057
MIR181A1	2
MIR181A1HG	2
MIR181A2	2
MIR181A2HG	2
MIR181B1	2
MIR181B2	2
MIR181C	2
MIR181D	2
MIR182	2
MIR1825	1.849
MIR1827	2
MIR183	2
MIR184	2
MIR185	2
MIR186	2
MIR187	2
MIR188	2
MIR18A	2.057
MIR18B	2
MIR1908	2
MIR1909	2.368
MIR190A	2
MIR190B	2
MIR191	2
MIR1910	2
MIR1911	2
MIR1912	2
MIR1913	2
MIR1914	2
MIR1915	2
MIR192	2.205
MIR193A	2
MIR193B	2
MIR193BHG	2
MIR194-1	2
MIR194-2	2.205
MIR194-2HG	2.205
MIR195	2
MIR196A1	2
MIR196A2	2
MIR196B	2
MIR197	2
MIR1972-1	2
MIR1972-2	2
MIR1973	2
MIR1976	2.053
MIR198	2
MIR199A1	2
MIR199A2	1.973
MIR199B	2
MIR19A	2
MIR19B1	2
MIR19B2	2
MIR200A	2
MIR200B	2
MIR200C	2
MIR202	2
MIR202HG	2
MIR203A	2
MIR203B	2
MIR204	2
MIR205	2
MIR2052	2
MIR2052HG	2
MIR2053	2
MIR2054	2
MIR205HG	1.973
MIR206	2
MIR208A	2
MIR208B	2
MIR20A	2
MIR20B	2
MIR21	2
MIR210	2
MIR210HG	2.368
MIR211	2
MIR2110	2
MIR2113	2
MIR2114	2
MIR2115	2
MIR2116	2
MIR2117	2
MIR212	2
MIR214	2
MIR215	2
MIR216A	2
MIR216B	2
MIR217	2
MIR217HG	2
MIR218-1	2
MIR218-2	2
MIR219A1	2
MIR219A2	2
MIR219B	2
MIR22	2
MIR221	2
MIR222	2
MIR223	2
MIR224	2
MIR2276	2
MIR2277	2
MIR2278	2
MIR22HG	2
MIR2355	2
MIR2392	2
MIR23A	2
MIR23B	2
MIR23C	2
MIR24-1	1.61
MIR24-2	2
MIR2467	2
MIR25	2
MIR2681	2
MIR2682	2
MIR26A1	2
MIR26A2	2
MIR26B	2
MIR27A	2
MIR27B	2
MIR28	2
MIR2861	2
MIR2909	2
MIR296	2
MIR297	2
MIR298	2
MIR299	2
MIR29A	2
MIR29B1	2
MIR29B2	2
MIR29C	1.973
MIR300	2
MIR301A	2
MIR301B	2
MIR302A	2
MIR302B	2
MIR302C	2.39
MIR302D	2
MIR302E	2
MIR302F	2
MIR3064	1.954
MIR3065	2
MIR3074	1.61
MIR30A	2
MIR30B	2
MIR30C1	2
MIR30C2	2
MIR30D	2
MIR30E	2
MIR31	2
MIR3115	2
MIR3116-1	2
MIR3116-2	2
MIR3117	2
MIR3118-1	2
MIR3118-2	2
MIR3118-3	2
MIR3118-4	2
MIR3119-1	2
MIR3119-2	2
MIR3120	2
MIR3121	2
MIR3122	2
MIR3123	2
MIR3124	2
MIR3125	2
MIR3126	2
MIR3127	2
MIR3128	2
MIR3129	2
MIR3130-1	2
MIR3130-2	2
MIR3131	2
MIR3132	2
MIR3133	2
MIR3134	2
MIR3135A	2
MIR3135B	2
MIR3136	2
MIR3137	2
MIR3138	2
MIR3139	2
MIR3140	2
MIR3141	2
MIR3142	2
MIR3142HG	1.963
MIR3143	2
MIR3144	2
MIR3145	2
MIR3146	2
MIR3147	2
MIR3148	2
MIR3149	2
MIR3150A	2
MIR3150B	2
MIR3151	2
MIR3152	2
MIR3153	2
MIR3154	2
MIR3155A	2
MIR3155B	2
MIR3156-1	2
MIR3156-2	2
MIR3156-3	2
MIR3157	2
MIR3158-1	2
MIR3158-2	2
MIR3159	2
MIR3160-1	2
MIR3160-2	2
MIR3161	2
MIR3162	2
MIR3163	2
MIR3164	2
MIR3165	2
MIR3166	2
MIR3167	2
MIR3168	2
MIR3169	2
MIR3170	2
MIR3171	2
MIR3173	2
MIR3174	2
MIR3175	2
MIR3176	2
MIR3177	2
MIR3178	2
MIR3179-1	2
MIR3179-2	2
MIR3179-3	2
MIR3179-4	2
MIR3180-1	2
MIR3180-2	2
MIR3180-3	2
MIR3180-4	2
MIR3180-5	2
MIR3181	2
MIR3182	2
MIR3183	2
MIR3184	2
MIR3185	1.954
MIR3186	2
MIR3187	2.368
MIR3188	2
MIR3189	2
MIR3190	2
MIR3191	2
MIR3192	2
MIR3193	2
MIR3194	2
MIR3195	2
MIR3196	2
MIR3197	2
MIR3198-1	2
MIR3198-2	2
MIR3199-1	2
MIR3199-2	2
MIR31HG	2
MIR32	2
MIR3200	2
MIR3201	2
MIR3202-1	2
MIR3202-2	2
MIR320A	2
MIR320B1	2
MIR320B2	2
MIR320C1	2
MIR320C2	2
MIR320D1	2
MIR320D2	2
MIR320E	2
MIR323A	2
MIR323B	2
MIR324	2
MIR325	2
MIR325HG	2
MIR326	2
MIR328	2.266
MIR329-1	2
MIR329-2	2
MIR330	2
MIR331	2
MIR335	2
MIR337	2
MIR338	2
MIR339	2
MIR33A	2
MIR33B	2
MIR340	2
MIR342	2
MIR345	2
MIR346	2
MIR34A	2
MIR34AHG	2.053
MIR34B	2
MIR34C	2
MIR3529	2
MIR3591	2
MIR3605	2.053
MIR3606	2.13
MIR3607	2
MIR3609	2
MIR361	2
MIR3610	2
MIR3611	2
MIR3612	2
MIR3613	2
MIR3614	2
MIR3615	2
MIR3616	2
MIR3617	2
MIR3618	1.865
MIR3619	2
MIR362	2
MIR3620	1.973
MIR3621	2
MIR3622A	2
MIR3622B	2
MIR363	2
MIR3646	2
MIR3648-1	1.788
MIR3648-2	1.788
MIR3649	2
MIR3650	2
MIR3651	2
MIR3652	2.061
MIR3653	2
MIR3654	2.105
MIR3655	2
MIR3656	2
MIR3657	2
MIR3658	2
MIR3659	2
MIR365A	2
MIR365B	2
MIR3660	2
MIR3661	1.963
MIR3662	2
MIR3663	2
MIR3663HG	2
MIR3664	2
MIR3665	2
MIR3666	2
MIR3667	2
MIR3668	2
MIR367	2
MIR3670-1	2
MIR3670-2	2
MIR3670-3	2
MIR3670-4	2
MIR3671	2
MIR3672	2
MIR3674	2
MIR3675	2
MIR3677	2
MIR3678	2
MIR3679	2
MIR3680-1	2
MIR3680-2	2
MIR3681	2
MIR3681HG	1.975
MIR3682	2
MIR3683	2
MIR3684	2.39
MIR3685	2
MIR3686	2
MIR3687-1	2
MIR3687-2	2
MIR3688-1	2
MIR3688-2	2
MIR3689A	2
MIR3689B	2
MIR3689C	2
MIR3689D1	2
MIR3689D2	2
MIR3689E	2
MIR3689F	2
MIR369	2
MIR3690	2
MIR3691	2
MIR3692	2
MIR370	2
MIR3713	2
MIR3714	2
MIR371A	2
MIR371B	2
MIR372	2
MIR373	2
MIR374A	2
MIR374B	2
MIR374C	2
MIR375	2
MIR376A1	2
MIR376A2	2
MIR376B	2
MIR376C	2
MIR377	2
MIR378A	2
MIR378B	2
MIR378C	2
MIR378D1	2
MIR378D2	2
MIR378E	2
MIR378F	2
MIR378G	2
MIR378H	2
MIR378I	2
MIR378J	2
MIR379	2
MIR380	2
MIR381	2
MIR381HG	1.92
MIR382	2
MIR383	2
MIR384	2
MIR3907	2
MIR3908	2
MIR3909	2
MIR3910-1	2
MIR3910-2	2
MIR3911	2
MIR3912	2
MIR3913-1	2
MIR3913-2	2
MIR3914-1	2
MIR3914-2	2
MIR3915	2
MIR3916	2
MIR3917	2
MIR3918	1.687
MIR3919	2
MIR3920	2
MIR3921	2
MIR3922	2
MIR3923	2
MIR3924	2
MIR3925	2
MIR3926-1	2
MIR3926-2	2
MIR3927	2
MIR3928	2
MIR3929	2
MIR3934	2
MIR3935	2
MIR3936	2
MIR3937	2
MIR3938	2
MIR3939	2
MIR3940	2.368
MIR3941	2
MIR3942	2
MIR3943	2
MIR3944	2
MIR3945	2
MIR3945HG	2
MIR3960	2
MIR3972	2
MIR3973	2
MIR3974	2
MIR3975	2
MIR3976	2
MIR3976HG	2
MIR3977	2
MIR3978	2
MIR409	2
MIR410	2
MIR411	2
MIR412	2
MIR421	2
MIR422A	2
MIR423	2
MIR424	2
MIR425	2
MIR4251	2
MIR4252	2
MIR4253	2.053
MIR4254	2
MIR4255	2
MIR4256	2
MIR4257	2
MIR4258	2
MIR4259	2
MIR4260	2
MIR4261	2
MIR4262	2
MIR4263	2
MIR4264	2
MIR4265	2
MIR4266	2
MIR4267	2
MIR4268	2
MIR4269	2
MIR4270	2
MIR4271	1.635
MIR4272	2
MIR4273	2
MIR4274	2
MIR4275	2
MIR4276	2
MIR4277	2
MIR4278	2
MIR4279	1.955
MIR4280	2
MIR4281	2
MIR4282	2
MIR4283-1	2
MIR4283-2	2
MIR4284	2
MIR4285	2
MIR4286	2
MIR4287	2
MIR4288	2
MIR4289	2
MIR429	2
MIR4290	2
MIR4290HG	1.61
MIR4291	2
MIR4292	2
MIR4293	2
MIR4294	2
MIR4295	2
MIR4296	2
MIR4297	2
MIR4298	2
MIR4299	2
MIR4300	2
MIR4300HG	2
MIR4301	2
MIR4302	2
MIR4303	2
MIR4304	2
MIR4305	2
MIR4306	2
MIR4307	2
MIR4307HG	2
MIR4308	2
MIR4309	2
MIR431	2
MIR4310	2
MIR4311	2
MIR4312	2
MIR4313	2
MIR4314	2
MIR4315-1	1.942
MIR4315-2	1.942
MIR4316	2
MIR4317	2
MIR4318	2
MIR4319	2
MIR432	2
MIR4320	2
MIR4321	2.368
MIR4322	2
MIR4323	2
MIR4324	2.391
MIR4325	2
MIR4326	2
MIR4327	2
MIR4328	2
MIR4329	2
MIR433	2
MIR4330	2
MIR4417	2
MIR4418	2
MIR4419A	2
MIR4419B	2
MIR4420	2.053
MIR4421	2
MIR4422	2
MIR4423	2
MIR4424	2
MIR4425	2
MIR4426	2.067
MIR4427	2
MIR4428	2
MIR4429	2
MIR4430	2
MIR4431	2
MIR4432	2
MIR4432HG	2
MIR4433A	2
MIR4433B	2
MIR4434	2
MIR4435-1	2
MIR4435-2	2
MIR4435-2HG	2
MIR4436A	2
MIR4436B1	2
MIR4436B2	2
MIR4437	2
MIR4438	2
MIR4439	2
MIR4440	2
MIR4441	2
MIR4442	2
MIR4443	2
MIR4444-1	2.13
MIR4444-2	2.13
MIR4445	2
MIR4446	2
MIR4447	2
MIR4448	2
MIR4449	2
MIR4450	2
MIR4451	2
MIR4452	2
MIR4453	2
MIR4454	2
MIR4455	2
MIR4456	2
MIR4457	2
MIR4458	2
MIR4458HG	2
MIR4459	1.922
MIR4460	2
MIR4461	2
MIR4462	2
MIR4463	2
MIR4464	2
MIR4465	2
MIR4466	2
MIR4467	2
MIR4468	2
MIR4469	2
MIR4470	2
MIR4471	2
MIR4472-1	2
MIR4472-2	2
MIR4473	2
MIR4474	2
MIR4475	2
MIR4476	2
MIR4477A	2
MIR4477B	2
MIR4478	2
MIR4479	2
MIR448	2
MIR4480	2
MIR4481	2
MIR4482	2
MIR4483	2
MIR4484	2
MIR4485	2
MIR4486	2
MIR4487	2
MIR4488	2
MIR4489	1.922
MIR4490	2
MIR4491	2
MIR4492	2
MIR4493	2
MIR4494	2
MIR4495	2
MIR4496	2
MIR4497	2
MIR4498	2.061
MIR4499	2
MIR449A	2
MIR449B	2
MIR449C	2
MIR4500	2
MIR4500HG	2
MIR4501	2
MIR4502	2
MIR4503	2
MIR4504	2
MIR4505	2
MIR4506	2
MIR4507	2
MIR4508	2
MIR4509-1	2
MIR4509-2	2
MIR4509-3	2
MIR450A1	2
MIR450A2	2
MIR450B	2
MIR4510	2
MIR4511	2
MIR4512	2
MIR4513	2
MIR4514	2
MIR4515	2
MIR4516	2
MIR4517	2
MIR4518	2
MIR4519	2
MIR451A	2
MIR451B	2
MIR452	2
MIR4520-1	2
MIR4520-2	2
MIR4521	2
MIR4522	2
MIR4523	2
MIR4524A	2
MIR4524B	2
MIR4525	2
MIR4526	2
MIR4527	2
MIR4528	2
MIR4529	2
MIR4530	2
MIR4531	2
MIR4532	2
MIR4533	2
MIR4534	2
MIR4535	2
MIR4536-1	2
MIR4536-2	2
MIR4537	2
MIR4538	2
MIR4539	2
MIR454	2
MIR4540	2
MIR455	2
MIR4632	2.053
MIR4633	2
MIR4634	2
MIR4635	2
MIR4636	2
MIR4637	2
MIR4638	2
MIR4639	2
MIR4640	1.675
MIR4641	2
MIR4642	2
MIR4643	2
MIR4644	2
MIR4645	2
MIR4646	2
MIR4647	2
MIR4648	2
MIR4649	2.009
MIR4650-1	2
MIR4650-2	2
MIR4651	2
MIR4652	2
MIR4653	2
MIR4654	2
MIR4655	2
MIR4656	2
MIR4657	2
MIR4658	2.009
MIR4659A	2
MIR4659B	2
MIR466	2
MIR4660	2
MIR4661	2
MIR4662A	2
MIR4662B	2
MIR4663	2
MIR4664	2
MIR4665	1.946
MIR4666A	2
MIR4666B	2
MIR4667	2
MIR4668	2
MIR4669	2
MIR4670	2
MIR4671	2
MIR4672	2
MIR4673	1.61
MIR4674	2
MIR4675	2
MIR4676	2
MIR4677	2
MIR4678	2
MIR4679-1	2
MIR4679-2	2
MIR4680	2
MIR4681	2
MIR4682	2
MIR4683	2
MIR4684	2
MIR4685	1.96
MIR4686	2
MIR4687	2.205
MIR4688	2
MIR4689	2
MIR4690	2
MIR4691	2
MIR4692	2
MIR4693	2
MIR4694	2
MIR4695	2.053
MIR4696	2
MIR4697	1.922
MIR4697HG	1.922
MIR4698	2
MIR4699	2
MIR4700	2
MIR4701	2.061
MIR4703	2
MIR4704	2
MIR4705	2
MIR4706	2
MIR4707	2
MIR4708	2
MIR4709	2
MIR4710	2
MIR4711	2
MIR4712	2
MIR4713	2
MIR4714	2
MIR4715	2
MIR4716	2
MIR4717	2
MIR4718	2
MIR4719	2
MIR4720	2
MIR4721	2.167
MIR4722	2.266
MIR4723	1.954
MIR4724	2
MIR4725	2
MIR4726	1.869
MIR4727	2
MIR4728	1.954
MIR4729	2
MIR4730	2
MIR4731	2
MIR4732	2
MIR4733	2
MIR4734	2
MIR4735	2
MIR4736	2
MIR4737	2
MIR4738	2
MIR4739	2
MIR4740	2
MIR4741	2
MIR4742	2
MIR4743	2.129
MIR4744	2
MIR4745	2.368
MIR4746	2.368
MIR4747	2.368
MIR4748	2
MIR4749	2.391
MIR4750	2
MIR4751	2
MIR4752	2
MIR4753	2
MIR4754	2
MIR4755	2
MIR4756	2
MIR4757	2
MIR4758	1.849
MIR4759	2
MIR4760	2
MIR4761	1.865
MIR4762	2
MIR4763	1.865
MIR4764	2
MIR4765	2
MIR4766	2
MIR4767	2
MIR4768	2
MIR4769	2
MIR4770	2
MIR4771-1	2
MIR4771-2	2
MIR4772	2
MIR4773-1	2
MIR4773-2	2
MIR4774	2
MIR4775	2
MIR4776-1	2
MIR4776-2	2
MIR4777	2
MIR4778	2
MIR4779	2
MIR4780	2
MIR4781	2
MIR4782	2
MIR4783	2
MIR4784	2
MIR4785	2
MIR4786	2
MIR4787	2
MIR4788	2
MIR4789	2
MIR4790	2
MIR4791	2
MIR4792	2
MIR4793	1.635
MIR4794	2
MIR4795	2
MIR4796	2
MIR4797	2
MIR4798	2
MIR4799	2
MIR4800	2
MIR4801	2
MIR4802	2
MIR4803	2
MIR4804	2
MIR483	2
MIR484	2
MIR485	2
MIR486-1	2
MIR486-2	2
MIR487A	2
MIR487B	2
MIR488	2
MIR489	2
MIR490	2
MIR491	2
MIR492	2
MIR493	2
MIR494	2
MIR495	2
MIR496	2
MIR497	2
MIR497HG	1.954
MIR498	2
MIR4999	2
MIR499A	2
